n,tousen
401,0.523617
402,0.524259
403,0.521448
404,0.520694
405,0.520639
406,0.517881
407,0.518519
408,0.51847
409,0.518421
410,0.519054
411,0.518325
412,0.518954
413,0.519582
414,0.520209
415,0.520833
416,0.521456
417,0.520052
418,0.520672
419,0.52129
420,0.521907
421,0.522523
422,0.523136
423,0.523077
424,0.52235
425,0.522959
426,0.522901
427,0.52218
428,0.522785
429,0.523388
430,0.52399
431,0.52327
432,0.523869
433,0.524467
434,0.524406
435,0.525
436,0.525593
437,0.525529
438,0.525466
439,0.525403
440,0.52599
441,0.526576
442,0.525215
443,0.525799
444,0.525735
445,0.526316
446,0.52497
447,0.525547
448,0.526124
449,0.526061
450,0.525998
451,0.525935
452,0.526506
453,0.526442
454,0.526379
455,0.526946
456,0.527512
457,0.528076
458,0.52801
459,0.525504
460,0.524203
461,0.524764
462,0.525324
463,0.525882
464,0.525822
465,0.526377
466,0.526316
467,0.525029
468,0.525581
469,0.526132
470,0.526072
471,0.523645
472,0.524194
473,0.523536
474,0.524083
475,0.524027
476,0.52164
477,0.522184
478,0.522727
479,0.522676
480,0.523216
481,0.523164
482,0.522523
483,0.52306
484,0.523596
485,0.522371
486,0.521739
487,0.522272
488,0.522803
489,0.523333
490,0.522702
491,0.52323
492,0.523179
493,0.520879
494,0.521405
495,0.521358
496,0.520742
497,0.519565
498,0.519523
499,0.520043
500,0.520563
501,0.520518
502,0.521036
503,0.52099
504,0.521505
505,0.521459
506,0.521972
507,0.520811
508,0.520767
509,0.521277
510,0.521231
511,0.521739
512,0.522246
513,0.522751
514,0.520548
515,0.521053
516,0.521556
517,0.522059
518,0.522013
519,0.522513
520,0.521921
521,0.522419
522,0.522917
523,0.522869
524,0.523364
525,0.523859
526,0.523268
527,0.52376
528,0.524252
529,0.523663
530,0.523077
531,0.52303
532,0.522449
533,0.522936
534,0.523422
535,0.523374
536,0.523858
537,0.52275
538,0.523232
539,0.523713
540,0.523666
541,0.522568
542,0.52048
543,0.520958
544,0.520398
545,0.520875
546,0.521351
547,0.520792
548,0.521266
549,0.521739
550,0.521696
551,0.520629
552,0.520588
553,0.520548
554,0.52
555,0.519455
556,0.519922
557,0.519884
558,0.520349
559,0.520309
560,0.520773
561,0.521236
562,0.520192
563,0.520653
564,0.521113
565,0.521572
566,0.522031
567,0.522488
568,0.522945
569,0.5234
570,0.523855
571,0.52381
572,0.524263
573,0.524715
574,0.524171
575,0.524621
576,0.524575
577,0.524034
578,0.524482
579,0.523944
580,0.522919
581,0.522388
582,0.522833
583,0.523277
584,0.523234
585,0.523677
586,0.524119
587,0.52456
588,0.524514
589,0.524469
590,0.524908
591,0.524862
592,0.525299
593,0.523373
594,0.52381
595,0.523766
596,0.524201
597,0.523203
598,0.523636
599,0.523593
600,0.524025
601,0.524457
602,0.524887
603,0.525316
604,0.525745
605,0.526173
606,0.526126
607,0.526079
608,0.526505
609,0.52462
610,0.524576
611,0.524532
612,0.522667
613,0.523091
614,0.52305
615,0.523472
616,0.521624
617,0.522046
618,0.522467
619,0.522887
620,0.522847
621,0.522349
622,0.522767
623,0.523185
624,0.523601
625,0.521777
626,0.522193
627,0.522609
628,0.523023
629,0.523438
630,0.523851
631,0.52381
632,0.524221
633,0.524633
634,0.525043
635,0.523236
636,0.523196
637,0.523605
638,0.524014
639,0.523973
640,0.52438
641,0.524786
642,0.525192
643,0.525597
644,0.526002
645,0.526405
646,0.525913
647,0.526316
648,0.526271
649,0.526227
650,0.526182
651,0.526138
652,0.525652
653,0.52605
654,0.526448
655,0.525523
656,0.52592
657,0.525876
658,0.526272
659,0.526667
660,0.527061
661,0.527454
662,0.526534
663,0.52562
664,0.524712
665,0.52424
666,0.524631
667,0.525021
668,0.52498
669,0.525368
670,0.525327
671,0.525714
672,0.526101
673,0.525631
674,0.524736
675,0.524696
676,0.525081
677,0.524617
678,0.524577
679,0.524116
680,0.524498
681,0.524038
682,0.524
683,0.523962
684,0.524342
685,0.522673
686,0.523052
687,0.523431
688,0.52381
689,0.524187
690,0.524564
691,0.524941
692,0.524901
693,0.524448
694,0.524409
695,0.523959
696,0.523922
697,0.523474
698,0.523847
699,0.524219
700,0.524181
701,0.524143
702,0.523292
703,0.523662
704,0.522042
705,0.522411
706,0.52278
707,0.523148
708,0.523112
709,0.52348
710,0.523846
711,0.52381
712,0.524175
713,0.52454
714,0.5237
715,0.523664
716,0.523229
717,0.523592
718,0.523954
719,0.524316
720,0.524677
721,0.52464
722,0.525
723,0.52536
724,0.525719
725,0.526077
726,0.526435
727,0.524849
728,0.524812
729,0.525169
730,0.525526
731,0.525881
732,0.526237
733,0.526592
734,0.526946
735,0.5273
736,0.526473
737,0.526826
738,0.526786
739,0.526746
740,0.527097
741,0.527448
742,0.527407
743,0.527367
744,0.527326
745,0.527675
746,0.528024
747,0.528371
748,0.52833
749,0.528288
750,0.528247
751,0.527432
752,0.527778
753,0.528123
754,0.528467
755,0.528811
756,0.528
757,0.527576
758,0.527919
759,0.528261
760,0.528602
761,0.527798
762,0.526278
763,0.526619
764,0.526959
765,0.527299
766,0.526504
767,0.526466
768,0.526805
769,0.526391
770,0.526728
771,0.526316
772,0.526278
773,0.526615
774,0.52695
775,0.527286
776,0.52762
777,0.527955
778,0.528289
779,0.528622
780,0.528955
781,0.529287
782,0.529619
783,0.529205
784,0.529536
785,0.529494
786,0.529825
787,0.529783
788,0.530112
789,0.530441
790,0.530769
791,0.531097
792,0.529617
793,0.529576
794,0.529903
795,0.530229
796,0.530187
797,0.530146
798,0.530104
799,0.530062
800,0.530021
801,0.530345
802,0.530303
803,0.530626
804,0.530949
805,0.530542
806,0.530864
807,0.530822
808,0.531143
809,0.5311
810,0.529652
811,0.529973
812,0.529212
813,0.529532
814,0.529133
815,0.529452
816,0.529412
817,0.52973
818,0.530047
819,0.530007
820,0.529254
821,0.52957
822,0.529886
823,0.530201
824,0.530161
825,0.53012
826,0.530435
827,0.530394
828,0.530354
829,0.530667
830,0.529255
831,0.529216
832,0.529529
833,0.529841
834,0.528439
835,0.528053
836,0.528364
837,0.528675
838,0.528986
839,0.529296
840,0.529605
841,0.529566
842,0.529875
843,0.530184
844,0.530492
845,0.530105
846,0.528721
847,0.528683
848,0.528302
849,0.528609
850,0.528915
851,0.529221
852,0.529526
853,0.529488
854,0.529107
855,0.52907
856,0.529374
857,0.52801
858,0.527974
859,0.528278
860,0.527903
861,0.528205
862,0.528169
863,0.528133
864,0.528435
865,0.528736
866,0.529036
867,0.529337
868,0.52799
869,0.527619
870,0.527919
871,0.527549
872,0.527514
873,0.527479
874,0.527778
875,0.527743
876,0.52804
877,0.528005
878,0.528302
879,0.527604
880,0.5279
881,0.528195
882,0.52816
883,0.528455
884,0.52875
885,0.528714
886,0.529008
887,0.528643
888,0.528936
889,0.527623
890,0.527588
891,0.527554
892,0.527847
893,0.526543
894,0.52651
895,0.526478
896,0.526445
897,0.52609
898,0.52638
899,0.526348
900,0.526638
901,0.526606
902,0.526573
903,0.526862
904,0.526508
905,0.525228
906,0.525516
907,0.525485
908,0.525773
909,0.525742
910,0.526029
911,0.525998
912,0.526284
913,0.526252
914,0.525587
915,0.525556
916,0.525841
917,0.52581
918,0.526095
919,0.526064
920,0.526347
921,0.526631
922,0.526914
923,0.527197
924,0.527479
925,0.527446
926,0.527414
927,0.527381
928,0.527035
929,0.527316
930,0.527284
931,0.527564
932,0.527219
933,0.526875
934,0.527155
935,0.526812
936,0.52678
937,0.527059
938,0.527027
939,0.527305
940,0.527582
941,0.527859
942,0.527827
943,0.526593
944,0.526562
945,0.526838
946,0.527114
947,0.527082
948,0.527051
949,0.526713
950,0.526988
951,0.527262
952,0.527231
953,0.527504
954,0.527778
955,0.527136
956,0.527409
957,0.526195
958,0.525862
959,0.525531
960,0.525501
961,0.525773
962,0.525744
963,0.526015
964,0.526286
965,0.526556
966,0.526826
967,0.527096
968,0.527366
969,0.527635
970,0.527904
971,0.527873
972,0.528141
973,0.528109
974,0.528377
975,0.528644
976,0.527448
977,0.527715
978,0.527386
979,0.527652
980,0.527919
981,0.528185
982,0.528451
983,0.528716
984,0.528981
985,0.528949
986,0.527762
987,0.528027
988,0.528291
989,0.528555
990,0.528819
991,0.528492
992,0.527871
993,0.52784
994,0.527515
995,0.527778
996,0.52804
997,0.528302
998,0.527978
999,0.527947
1000,0.528208
1001,0.527042
1002,0.527012
1003,0.526692
1004,0.526953
1005,0.526923
1006,0.527183
1007,0.527442
1008,0.527702
1009,0.527961
1010,0.527352
1011,0.527611
1012,0.527581
1013,0.527263
1014,0.526946
1015,0.52663
1016,0.526888
1017,0.526573
1018,0.525974
1019,0.52623
1020,0.526202
1021,0.526458
1022,0.526713
1023,0.526117
1024,0.526089
1025,0.526061
1026,0.526316
1027,0.52657
1028,0.526824
1029,0.527078
1030,0.527049
1031,0.52702
1032,0.526991
1033,0.526962
1034,0.525839
1035,0.525532
1036,0.525784
1037,0.525757
1038,0.526008
1039,0.52626
1040,0.526232
1041,0.525926
1042,0.525621
1043,0.525316
1044,0.525567
1045,0.52554
1046,0.524435
1047,0.523859
1048,0.523834
1049,0.524084
1050,0.524059
1051,0.524307
1052,0.524008
1053,0.52371
1054,0.523958
1055,0.524206
1056,0.523909
1057,0.52334
1058,0.523045
1059,0.523292
1060,0.523268
1061,0.523244
1062,0.52349
1063,0.523736
1064,0.523981
1065,0.524227
1066,0.524472
1067,0.524447
1068,0.524691
1069,0.524936
1070,0.52491
1071,0.524885
1072,0.525128
1073,0.525102
1074,0.524029
1075,0.524272
1076,0.52398
1077,0.523422
1078,0.523132
1079,0.523374
1080,0.52335
1081,0.523327
1082,0.523038
1083,0.521981
1084,0.522222
1085,0.522463
1086,0.522441
1087,0.521892
1088,0.522133
1089,0.522373
1090,0.522351
1091,0.522328
1092,0.522568
1093,0.522545
1094,0.522523
1095,0.522761
1096,0.522478
1097,0.522195
1098,0.522172
1099,0.52215
1100,0.522128
1101,0.521847
1102,0.522084
1103,0.522321
1104,0.521287
1105,0.521266
1106,0.521245
1107,0.521481
1108,0.521718
1109,0.521439
1110,0.521675
1111,0.521654
1112,0.521632
1113,0.521355
1114,0.520333
1115,0.519804
1116,0.519785
1117,0.52002
1118,0.52
1119,0.520234
1120,0.520468
1121,0.520448
1122,0.520681
1123,0.520914
1124,0.521147
1125,0.52138
1126,0.521106
1127,0.521339
1128,0.521571
1129,0.521802
1130,0.521781
1131,0.520773
1132,0.520753
1133,0.520984
1134,0.520964
1135,0.520944
1136,0.520924
1137,0.520903
1138,0.520883
1139,0.520364
1140,0.520594
1141,0.520325
1142,0.520554
1143,0.520784
1144,0.520267
1145,0.520496
1146,0.520476
1147,0.520457
1148,0.520437
1149,0.520418
1150,0.520645
1151,0.520626
1152,0.520853
1153,0.520341
1154,0.520076
1155,0.519811
1156,0.520038
1157,0.520264
1158,0.520245
1159,0.520226
1160,0.520451
1161,0.520677
1162,0.520169
1163,0.520394
1164,0.520375
1165,0.520356
1166,0.519851
1167,0.519832
1168,0.520056
1169,0.52028
1170,0.520503
1171,0.520484
1172,0.520707
1173,0.520204
1174,0.520427
1175,0.520408
1176,0.520631
1177,0.52037
1178,0.520352
1179,0.520333
1180,0.520554
1181,0.520776
1182,0.520756
1183,0.520737
1184,0.520958
1185,0.520699
1186,0.52092
1187,0.5209
1188,0.520881
1189,0.520623
1190,0.520843
1191,0.521062
1192,0.521043
1193,0.521024
1194,0.521243
1195,0.521223
1196,0.521442
1197,0.52166
1198,0.52164
1199,0.521383
1200,0.521127
1201,0.521108
1202,0.521088
1203,0.521069
1204,0.520127
1205,0.520344
1206,0.520325
1207,0.520542
1208,0.520523
1209,0.520739
1210,0.520486
1211,0.519551
1212,0.519766
1213,0.519982
1214,0.520197
1215,0.519713
1216,0.519696
1217,0.519678
1218,0.519893
1219,0.519875
1220,0.520089
1221,0.520303
1222,0.520285
1223,0.520499
1224,0.520713
1225,0.520926
1226,0.521139
1227,0.520657
1228,0.520408
1229,0.520621
1230,0.519699
1231,0.519912
1232,0.520124
1233,0.520336
1234,0.520548
1235,0.52053
1236,0.519612
1237,0.519824
1238,0.519349
1239,0.519332
1240,0.519543
1241,0.519754
1242,0.519965
1243,0.519947
1244,0.520158
1245,0.519912
1246,0.519668
1247,0.519651
1248,0.519634
1249,0.51939
1250,0.519599
1251,0.519808
1252,0.520017
1253,0.52
1254,0.520209
1255,0.519306
1256,0.518406
1257,0.518166
1258,0.517271
1259,0.517479
1260,0.517464
1261,0.517672
1262,0.51788
1263,0.517865
1264,0.517849
1265,0.517834
1266,0.518041
1267,0.518248
1268,0.518455
1269,0.518439
1270,0.517551
1271,0.517315
1272,0.517521
1273,0.517506
1274,0.517712
1275,0.517918
1276,0.518124
1277,0.518108
1278,0.518093
1279,0.518077
1280,0.518062
1281,0.518047
1282,0.518251
1283,0.518456
1284,0.51866
1285,0.518644
1286,0.518628
1287,0.518174
1288,0.517722
1289,0.517925
1290,0.51791
1291,0.518113
1292,0.518316
1293,0.518519
1294,0.518285
1295,0.518487
1296,0.518254
1297,0.518456
1298,0.518441
1299,0.518208
1300,0.518193
1301,0.518395
1302,0.518163
1303,0.517932
1304,0.518133
1305,0.518117
1306,0.517256
1307,0.517241
1308,0.517442
1309,0.517642
1310,0.517199
1311,0.517399
1312,0.517598
1313,0.517798
1314,0.517998
1315,0.518197
1316,0.518182
1317,0.518381
1318,0.518366
1319,0.517923
1320,0.518122
1321,0.518107
1322,0.518305
1323,0.518503
1324,0.518488
1325,0.518686
1326,0.518883
1327,0.518443
1328,0.518215
1329,0.517989
1330,0.517551
1331,0.517748
1332,0.517945
1333,0.518141
1334,0.518126
1335,0.517283
1336,0.51748
1337,0.517676
1338,0.516836
1339,0.516613
1340,0.516181
1341,0.516377
1342,0.516572
1343,0.516559
1344,0.516754
1345,0.516949
1346,0.516935
1347,0.51713
1348,0.517116
1349,0.517103
1350,0.517297
1351,0.517491
1352,0.517685
1353,0.517463
1354,0.517657
1355,0.517228
1356,0.517421
1357,0.517614
1358,0.517807
1359,0.518
1360,0.518193
1361,0.517971
1362,0.518164
1363,0.518356
1364,0.518548
1365,0.51874
1366,0.518932
1367,0.518504
1368,0.518695
1369,0.51868
1370,0.518666
1371,0.518857
1372,0.518636
1373,0.518827
1374,0.518606
1375,0.518797
1376,0.518987
1377,0.518767
1378,0.518343
1379,0.518533
1380,0.518723
1381,0.518504
1382,0.518489
1383,0.518679
1384,0.518868
1385,0.518853
1386,0.518838
1387,0.519027
1388,0.518809
1389,0.518997
1390,0.519186
1391,0.519374
1392,0.518562
1393,0.518143
1394,0.518129
1395,0.518316
1396,0.51751
1397,0.517496
1398,0.517282
1399,0.517469
1400,0.517455
1401,0.516654
1402,0.516641
1403,0.516628
1404,0.516615
1405,0.516403
1406,0.516191
1407,0.516179
1408,0.515968
1409,0.516154
1410,0.51634
1411,0.516526
1412,0.516513
1413,0.516699
1414,0.516686
1415,0.516871
1416,0.517056
1417,0.517043
1418,0.51703
1419,0.517215
1420,0.517202
1421,0.517386
1422,0.517373
1423,0.517557
1424,0.517741
1425,0.517728
1426,0.517912
1427,0.518095
1428,0.518279
1429,0.518462
1430,0.517674
1431,0.517464
1432,0.517451
1433,0.517634
1434,0.517228
1435,0.517215
1436,0.517202
1437,0.517385
1438,0.517372
1439,0.517554
1440,0.517736
1441,0.517527
1442,0.517319
1443,0.517501
1444,0.517488
1445,0.517669
1446,0.517656
1447,0.517643
1448,0.517629
1449,0.51781
1450,0.517991
1451,0.517978
1452,0.51777
1453,0.517757
1454,0.517937
1455,0.517924
1456,0.518104
1457,0.51809
1458,0.51827
1459,0.518449
1460,0.518629
1461,0.518808
1462,0.518987
1463,0.519166
1464,0.518959
1465,0.519138
1466,0.518931
1467,0.518917
1468,0.518148
1469,0.517943
1470,0.517547
1471,0.517725
1472,0.517903
1473,0.51789
1474,0.517877
1475,0.517864
1476,0.518041
1477,0.518219
1478,0.518396
1479,0.518001
1480,0.518178
1481,0.518165
1482,0.517962
1483,0.51757
1484,0.517746
1485,0.517733
1486,0.517342
1487,0.517518
1488,0.517694
1489,0.51787
1490,0.518046
1491,0.517844
1492,0.517831
1493,0.518007
1494,0.517805
1495,0.51798
1496,0.518155
1497,0.51833
1498,0.518317
1499,0.518304
1500,0.518478
1501,0.51809
1502,0.518264
1503,0.517515
1504,0.51769
1505,0.517864
1506,0.517851
1507,0.518025
1508,0.518198
1509,0.518372
1510,0.517986
1511,0.517601
1512,0.517774
1513,0.517947
1514,0.517748
1515,0.517921
1516,0.517908
1517,0.518081
1518,0.518068
1519,0.51824
1520,0.5175
1521,0.517672
1522,0.517844
1523,0.517463
1524,0.517634
1525,0.517806
1526,0.51707
1527,0.517058
1528,0.517229
1529,0.517217
1530,0.517021
1531,0.517009
1532,0.516997
1533,0.517168
1534,0.517339
1535,0.51751
1536,0.51768
1537,0.517668
1538,0.517838
1539,0.518008
1540,0.517996
1541,0.518166
1542,0.518336
1543,0.518505
1544,0.518492
1545,0.518479
1546,0.518649
1547,0.518818
1548,0.518987
1549,0.519156
1550,0.519143
1551,0.518947
1552,0.519116
1553,0.519103
1554,0.519271
1555,0.51944
1556,0.518713
1557,0.518519
1558,0.518506
1559,0.518312
1560,0.518118
1561,0.518106
1562,0.518274
1563,0.518441
1564,0.518609
1565,0.518596
1566,0.518763
1567,0.51875
1568,0.518917
1569,0.519084
1570,0.518891
1571,0.518878
1572,0.519044
1573,0.519031
1574,0.519198
1575,0.519364
1576,0.518646
1577,0.518813
1578,0.518979
1579,0.519145
1580,0.518429
1581,0.518417
1582,0.518582
1583,0.518748
1584,0.518735
1585,0.5189
1586,0.518709
1587,0.518874
1588,0.518684
1589,0.518849
1590,0.518138
1591,0.51743
1592,0.517595
1593,0.51776
1594,0.517747
1595,0.517912
1596,0.518076
1597,0.518241
1598,0.518052
1599,0.517863
1600,0.518027
1601,0.517839
1602,0.517827
1603,0.51799
1604,0.518154
1605,0.517791
1606,0.517779
1607,0.517942
1608,0.51793
1609,0.518093
1610,0.518256
1611,0.518418
1612,0.518231
1613,0.517532
1614,0.517695
1615,0.517857
1616,0.51716
1617,0.517323
1618,0.517485
1619,0.517126
1620,0.516941
1621,0.517103
1622,0.517091
1623,0.517253
1624,0.517241
1625,0.517403
1626,0.517391
1627,0.5167
1628,0.516861
1629,0.517023
1630,0.517184
1631,0.517172
1632,0.516989
1633,0.516301
1634,0.516462
1635,0.516451
1636,0.516611
1637,0.516429
1638,0.516589
1639,0.51675
1640,0.51691
1641,0.51707
1642,0.516716
1643,0.516534
1644,0.516694
1645,0.516854
1646,0.516672
1647,0.516832
1648,0.516821
1649,0.516809
1650,0.516969
1651,0.517128
1652,0.517287
1653,0.517446
1654,0.517434
1655,0.517423
1656,0.517581
1657,0.51723
1658,0.517219
1659,0.517038
1660,0.517196
1661,0.517354
1662,0.517512
1663,0.51767
1664,0.517828
1665,0.517986
1666,0.518143
1667,0.518131
1668,0.51795
1669,0.51777
1670,0.517927
1671,0.517915
1672,0.517735
1673,0.517892
1674,0.518049
1675,0.518037
1676,0.518194
1677,0.517846
1678,0.518002
1679,0.518158
1680,0.518146
1681,0.518303
1682,0.518459
1683,0.518447
1684,0.518267
1685,0.518255
1686,0.518411
1687,0.518399
1688,0.518554
1689,0.518375
1690,0.518363
1691,0.518519
1692,0.518507
1693,0.518662
1694,0.51865
1695,0.517983
1696,0.517972
1697,0.517794
1698,0.517783
1699,0.517937
1700,0.517926
1701,0.517583
1702,0.517572
1703,0.517726
1704,0.51788
1705,0.517869
1706,0.518022
1707,0.518176
1708,0.51833
1709,0.518483
1710,0.518637
1711,0.51879
1712,0.518613
1713,0.518601
1714,0.518754
1715,0.518907
1716,0.51873
1717,0.518883
1718,0.519036
1719,0.519188
1720,0.519341
1721,0.519493
1722,0.519481
1723,0.519468
1724,0.51962
1725,0.519772
1726,0.519924
1727,0.520076
1728,0.520063
1729,0.520051
1730,0.519395
1731,0.51874
1732,0.518565
1733,0.518717
1734,0.518868
1735,0.519019
1736,0.51917
1737,0.519158
1738,0.519309
1739,0.51946
1740,0.519611
1741,0.51896
1742,0.51911
1743,0.519261
1744,0.519411
1745,0.519562
1746,0.519712
1747,0.5197
1748,0.51985
1749,0.519513
1750,0.519663
1751,0.519813
1752,0.5198
1753,0.51995
1754,0.5201
1755,0.520249
1756,0.520237
1757,0.520386
1758,0.520211
1759,0.520361
1760,0.519714
1761,0.519702
1762,0.519529
1763,0.519678
1764,0.519344
1765,0.519493
1766,0.519641
1767,0.51979
1768,0.519456
1769,0.519605
1770,0.519432
1771,0.51942
1772,0.519409
1773,0.519557
1774,0.519704
1775,0.519852
1776,0.52
1777,0.520148
1778,0.520135
1779,0.520283
1780,0.52027
1781,0.520258
1782,0.520405
1783,0.520393
1784,0.52054
1785,0.520686
1786,0.520833
1787,0.520821
1788,0.520967
1789,0.521114
1790,0.52126
1791,0.521407
1792,0.521553
1793,0.52154
1794,0.521686
1795,0.521832
1796,0.521819
1797,0.521805
1798,0.521633
1799,0.52162
1800,0.52129
1801,0.521277
1802,0.521422
1803,0.521567
1804,0.521713
1805,0.5217
1806,0.521845
1807,0.521831
1808,0.521976
1809,0.521805
1810,0.52195
1811,0.521936
1812,0.522081
1813,0.522226
1814,0.522212
1815,0.522356
1816,0.522028
1817,0.522172
1818,0.522316
1819,0.521687
1820,0.521831
1821,0.521975
1822,0.522119
1823,0.521491
1824,0.521635
1825,0.521778
1826,0.521152
1827,0.521296
1828,0.520971
1829,0.521114
1830,0.520491
1831,0.520323
1832,0.520466
1833,0.520454
1834,0.520131
1835,0.520274
1836,0.520262
1837,0.520405
1838,0.520393
1839,0.520536
1840,0.520523
1841,0.520357
1842,0.520499
1843,0.520642
1844,0.520475
1845,0.520463
1846,0.520451
1847,0.520593
1848,0.520735
1849,0.520877
1850,0.521018
1851,0.52116
1852,0.521302
1853,0.521289
1854,0.521431
1855,0.521264
1856,0.521405
1857,0.521547
1858,0.521688
1859,0.521521
1860,0.521509
1861,0.521649
1862,0.521637
1863,0.521778
1864,0.521918
1865,0.521752
1866,0.521892
1867,0.521726
1868,0.521714
1869,0.521854
1870,0.521994
1871,0.521828
1872,0.521968
1873,0.521803
1874,0.521637
1875,0.521777
1876,0.521765
