n,tousen
10086,0.503872
10087,0.503896
10088,0.503921
10089,0.503946
10090,0.503971
10090,0.503946
10090,0.50392
10091,0.503945
10091,0.50392
10092,0.503945
10092,0.50392
10093,0.503944
10093,0.503919
10094,0.503944
10094,0.503919
10094,0.503894
10095,0.503919
10095,0.503893
10095,0.503868
10095,0.503843
10095,0.503818
10096,0.503843
10097,0.503867
10098,0.503892
10099,0.503917
10099,0.503892
10099,0.503867
10100,0.503891
10100,0.503866
10100,0.503841
10101,0.503866
10101,0.503841
10101,0.503816
10101,0.503791
10101,0.503765
10102,0.50379
10102,0.503765
10102,0.50374
10103,0.503765
10104,0.503789
10104,0.503764
10104,0.503739
10104,0.503714
10105,0.503739
10106,0.503764
10106,0.503738
10107,0.503763
10107,0.503738
10107,0.503713
10107,0.503688
10107,0.503663
10108,0.503687
10108,0.503662
10108,0.503637
10108,0.503612
10109,0.503637
10109,0.503612
10110,0.503637
10111,0.503661
10112,0.503686
10113,0.503711
10113,0.503686
10113,0.503661
10114,0.503685
10115,0.50371
10116,0.503735
10116,0.50371
10117,0.503734
10117,0.503709
10117,0.503684
10118,0.503709
10119,0.503734
10119,0.503708
10119,0.503683
10119,0.503658
10119,0.503633
10120,0.503658
10121,0.503683
10121,0.503658
10122,0.503682
10123,0.503707
10124,0.503732
10124,0.503707
10125,0.503731
10125,0.503706
10126,0.503731
10127,0.503756
10128,0.50378
10129,0.503805
10130,0.50383
10131,0.503854
10132,0.503879
10132,0.503854
10132,0.503829
10132,0.503804
10132,0.503779
10132,0.503754
10132,0.503729
10133,0.503753
10134,0.503778
10134,0.503753
10135,0.503778
10135,0.503753
10136,0.503777
10136,0.503752
10137,0.503777
10137,0.503752
10137,0.503727
10138,0.503752
10139,0.503776
10140,0.503801
10141,0.503826
10141,0.5038
10142,0.503825
10142,0.5038
10143,0.503825
10143,0.5038
10143,0.503775
10143,0.50375
10144,0.503774
10144,0.503749
10145,0.503774
10145,0.503749
10145,0.503724
10145,0.503699
10145,0.503674
10146,0.503699
10146,0.503674
10147,0.503698
10148,0.503723
10149,0.503747
10149,0.503722
10150,0.503747
10150,0.503722
10151,0.503747
10151,0.503722
10152,0.503746
10152,0.503721
10153,0.503746
10154,0.503771
10154,0.503746
10155,0.50377
10156,0.503795
10156,0.50377
10156,0.503745
10157,0.503769
10157,0.503744
10157,0.50372
10158,0.503744
10159,0.503769
10160,0.503793
10161,0.503818
10162,0.503843
10163,0.503867
10163,0.503842
10164,0.503867
10164,0.503842
10164,0.503817
10165,0.503841
10166,0.503866
10166,0.503841
10166,0.503816
10166,0.503791
10166,0.503766
10167,0.503791
10167,0.503766
10168,0.50379
10168,0.503765
10168,0.50374
10168,0.503715
10169,0.50374
10169,0.503715
10170,0.50374
10171,0.503764
10171,0.503739
10171,0.503714
10172,0.503739
10173,0.503763
10174,0.503788
10175,0.503813
10175,0.503788
10176,0.503812
10177,0.503837
10178,0.503861
10179,0.503886
10180,0.503911
10180,0.503886
10180,0.503861
10180,0.503836
10180,0.503811
10181,0.503835
10181,0.50381
10181,0.503785
10181,0.503761
10181,0.503736
10181,0.503711
10181,0.503686
10181,0.503661
10181,0.503636
10182,0.50366
10182,0.503636
10182,0.503611
10182,0.503586
10182,0.503561
10183,0.503585
10183,0.50356
10184,0.503585
10185,0.50361
10186,0.503634
10187,0.503659
10187,0.503634
10188,0.503658
10188,0.503633
10188,0.503609
10189,0.503633
10189,0.503608
10190,0.503633
10191,0.503657
10192,0.503682
10192,0.503657
10193,0.503681
10193,0.503656
10194,0.503681
10195,0.503706
10196,0.50373
10197,0.503755
10198,0.503779
10198,0.503754
10198,0.503729
10199,0.503754
10199,0.503729
10200,0.503753
10200,0.503729
10200,0.503704
10201,0.503728
10201,0.503703
10202,0.503728
10202,0.503703
10203,0.503727
10204,0.503752
10205,0.503776
10206,0.503801
10206,0.503776
10206,0.503751
10206,0.503726
10207,0.503751
10208,0.503775
10209,0.5038
10209,0.503775
10209,0.50375
10209,0.503725
10210,0.50375
10211,0.503774
10211,0.503749
10212,0.503774
10213,0.503798
10214,0.503823
10215,0.503847
10215,0.503822
10215,0.503798
10216,0.503822
10217,0.503847
10218,0.503871
10218,0.503846
10219,0.503871
10220,0.503895
10221,0.50392
10222,0.503944
10223,0.503968
10224,0.503993
10225,0.504017
10225,0.503993
10226,0.504017
10226,0.503992
10226,0.503967
10227,0.503992
10227,0.503967
10228,0.503991
10229,0.504016
10230,0.50404
10231,0.504065
10231,0.50404
10232,0.504064
10232,0.504039
10233,0.504064
10233,0.504039
10234,0.504063
10234,0.504039
10235,0.504063
10235,0.504038
10236,0.504063
10236,0.504038
10237,0.504062
10238,0.504087
10238,0.504062
10238,0.504037
10238,0.504012
10239,0.504037
10240,0.504061
10241,0.504085
10242,0.50411
10243,0.504134
10243,0.504109
10243,0.504085
10244,0.504109
10245,0.504133
10245,0.504109
10245,0.504084
10246,0.504108
10247,0.504133
10248,0.504157
10248,0.504132
10248,0.504107
10249,0.504132
10250,0.504156
10250,0.504131
10251,0.504156
10251,0.504131
10251,0.504106
10251,0.504081
10252,0.504106
10253,0.50413
10253,0.504105
10253,0.504081
10254,0.504105
10254,0.50408
10255,0.504105
10256,0.504129
10256,0.504104
10257,0.504129
10257,0.504104
10257,0.504079
10257,0.504054
10258,0.504079
10259,0.504103
10259,0.504078
10260,0.504103
10261,0.504127
10262,0.504151
10262,0.504127
10263,0.504151
10263,0.504126
10264,0.50415
10265,0.504175
10266,0.504199
10266,0.504174
10266,0.50415
10266,0.504125
10266,0.5041
10266,0.504075
10266,0.504051
10267,0.504075
10267,0.50405
10267,0.504026
10268,0.50405
10268,0.504025
10269,0.504049
10270,0.504074
10270,0.504049
10270,0.504024
10271,0.504049
10271,0.504024
10271,0.503999
10271,0.503974
10271,0.50395
10272,0.503974
10273,0.503998
10274,0.504023
10274,0.503998
10275,0.504022
10275,0.503998
10276,0.504022
10277,0.504046
10277,0.504022
10277,0.503997
10277,0.503972
10278,0.503996
10278,0.503972
10278,0.503947
10278,0.503922
10278,0.503898
10279,0.503922
10280,0.503946
10281,0.503971
10282,0.503995
10282,0.50397
10282,0.503945
10283,0.50397
10284,0.503994
10285,0.504018
10285,0.503994
10285,0.503969
10286,0.503993
10287,0.504018
10287,0.503993
10288,0.504017
10288,0.503993
10288,0.503968
10289,0.503992
10289,0.503967
10290,0.503992
10291,0.504016
10292,0.50404
10292,0.504016
10292,0.503991
10292,0.503966
10293,0.503991
10293,0.503966
10294,0.50399
10295,0.504014
10295,0.50399
10295,0.503965
10295,0.50394
10296,0.503965
10297,0.503989
10297,0.503964
10297,0.50394
10298,0.503964
10298,0.503939
10298,0.503915
10298,0.50389
10299,0.503914
10299,0.50389
10300,0.503914
10300,0.503889
10301,0.503914
10301,0.503889
10302,0.503913
10302,0.503888
10303,0.503913
10304,0.503937
10305,0.503961
10306,0.503986
10307,0.50401
10307,0.503985
10307,0.50396
10308,0.503985
10308,0.50396
10309,0.503984
10309,0.50396
10309,0.503935
10309,0.50391
10310,0.503935
10311,0.503959
10312,0.503983
10312,0.503959
10313,0.503983
10313,0.503958
10314,0.503982
10315,0.504007
10316,0.504031
10316,0.504006
10317,0.50403
10318,0.504055
10318,0.50403
10319,0.504054
10320,0.504079
10320,0.504054
10321,0.504078
10321,0.504054
10321,0.504029
10322,0.504053
10323,0.504077
10324,0.504102
10324,0.504077
10324,0.504052
10324,0.504028
10324,0.504003
10324,0.503979
10325,0.504003
10325,0.503978
10326,0.504002
10327,0.504027
10327,0.504002
10327,0.503977
10328,0.504002
10329,0.504026
10330,0.50405
10331,0.504074
10331,0.50405
10331,0.504025
10332,0.504049
10332,0.504025
10333,0.504049
10334,0.504073
10334,0.504048
10334,0.504024
10334,0.503999
10335,0.504023
10336,0.504048
10337,0.504072
10337,0.504047
10337,0.504023
10337,0.503998
10338,0.504022
10338,0.503998
10338,0.503973
10339,0.503997
10340,0.504021
10340,0.503997
10341,0.504021
10341,0.503996
10341,0.503972
10341,0.503947
10341,0.503923
10341,0.503898
10341,0.503874
10341,0.503849
10342,0.503873
10342,0.503849
10343,0.503873
10344,0.503897
10345,0.503921
10345,0.503897
10345,0.503872
10345,0.503848
10345,0.503823
10346,0.503847
10347,0.503871
10348,0.503896
10348,0.503871
10349,0.503895
10349,0.503871
10350,0.503895
10351,0.503919
10352,0.503943
10352,0.503919
10352,0.503894
10352,0.50387
10352,0.503845
10352,0.503821
10352,0.503796
10352,0.503771
10353,0.503796
10354,0.50382
10355,0.503844
10356,0.503868
10357,0.503892
10358,0.503916
10358,0.503892
10359,0.503916
10360,0.50394
10360,0.503916
10360,0.503891
10361,0.503915
10361,0.503891
10361,0.503866
10362,0.50389
10362,0.503866
10363,0.50389
10364,0.503914
10365,0.503938
10365,0.503914
10366,0.503938
10367,0.503962
10368,0.503986
10369,0.50401
10369,0.503986
10369,0.503961
10369,0.503937
10369,0.503912
10369,0.503888
10370,0.503912
10371,0.503936
10371,0.503911
10372,0.503935
10373,0.50396
10373,0.503935
10374,0.503959
10375,0.503983
10376,0.504007
10377,0.504031
10377,0.504007
10377,0.503983
10378,0.504007
10378,0.503982
10378,0.503958
10379,0.503982
10379,0.503957
10379,0.503933
10379,0.503908
10380,0.503932
10380,0.503908
10381,0.503932
10382,0.503956
10382,0.503932
10382,0.503907
10382,0.503883
10382,0.503858
10383,0.503882
10384,0.503906
10384,0.503882
10385,0.503906
10385,0.503882
10385,0.503857
10386,0.503881
10386,0.503857
10386,0.503832
10386,0.503808
10386,0.503783
10387,0.503808
10388,0.503832
10388,0.503807
10389,0.503831
10389,0.503807
10390,0.503831
10391,0.503855
10391,0.50383
10392,0.503855
10392,0.50383
10392,0.503806
10393,0.50383
10393,0.503805
10393,0.503781
10394,0.503805
10395,0.503829
10395,0.503805
10395,0.50378
10395,0.503756
10396,0.50378
10397,0.503804
10398,0.503828
10398,0.503803
10399,0.503828
10399,0.503803
10399,0.503779
10399,0.503754
10400,0.503778
10400,0.503754
10400,0.50373
10401,0.503754
10402,0.503778
10402,0.503753
10403,0.503777
10404,0.503801
10404,0.503777
10404,0.503752
10404,0.503728
10404,0.503704
10405,0.503728
10405,0.503703
10406,0.503727
10407,0.503751
10408,0.503775
10409,0.503799
10410,0.503823
10410,0.503799
10411,0.503823
10411,0.503799
10412,0.503823
10412,0.503798
10412,0.503774
10412,0.50375
10412,0.503725
10412,0.503701
10412,0.503676
10413,0.5037
10413,0.503676
10414,0.5037
10414,0.503676
10414,0.503651
10415,0.503675
10416,0.503699
10417,0.503723
10417,0.503699
10418,0.503723
10419,0.503747
10419,0.503723
10420,0.503747
10421,0.503771
10422,0.503795
10422,0.50377
10423,0.503794
10424,0.503818
10425,0.503842
10426,0.503866
10427,0.50389
10428,0.503914
10429,0.503938
10429,0.503914
10430,0.503938
10431,0.503962
10431,0.503937
10431,0.503913
10431,0.503889
10432,0.503913
10432,0.503888
10432,0.503864
10432,0.50384
10433,0.503864
10433,0.503839
10434,0.503863
10434,0.503839
10435,0.503863
10436,0.503887
10436,0.503862
10436,0.503838
10436,0.503814
10437,0.503838
10437,0.503813
10437,0.503789
10437,0.503765
10438,0.503789
10439,0.503813
10440,0.503837
10440,0.503812
10441,0.503836
10442,0.50386
10443,0.503884
10443,0.50386
10444,0.503884
10444,0.50386
10444,0.503835
10444,0.503811
10445,0.503835
10445,0.503811
10446,0.503834
10447,0.503858
10447,0.503834
10447,0.50381
10448,0.503834
10448,0.503809
10449,0.503833
10449,0.503809
10449,0.503785
10449,0.50376
10450,0.503784
10451,0.503808
10451,0.503784
10452,0.503808
10453,0.503832
10454,0.503856
10454,0.503832
10454,0.503807
10454,0.503783
10455,0.503807
10455,0.503783
10456,0.503806
10457,0.50383
10458,0.503854
10459,0.503878
10459,0.503854
10460,0.503878
10460,0.503854
10461,0.503877
10461,0.503853
10461,0.503829
10461,0.503805
10462,0.503829
10462,0.503804
10462,0.50378
10463,0.503804
10464,0.503828
10465,0.503852
10466,0.503876
10466,0.503851
10467,0.503875
10467,0.503851
10468,0.503875
10468,0.503851
10469,0.503874
10470,0.503898
10471,0.503922
10472,0.503946
10473,0.50397
10474,0.503994
10475,0.504018
10475,0.503993
10475,0.503969
10476,0.503993
10477,0.504017
10477,0.503993
10477,0.503968
10477,0.503944
10477,0.50392
10478,0.503944
10479,0.503968
10479,0.503943
10479,0.503919
10480,0.503943
10481,0.503967
10481,0.503943
10481,0.503918
10481,0.503894
10481,0.50387
10482,0.503894
10483,0.503918
10484,0.503942
10484,0.503917
10484,0.503893
10485,0.503917
10486,0.503941
10487,0.503965
10488,0.503988
10488,0.503964
10488,0.50394
10488,0.503916
10488,0.503892
10489,0.503915
10489,0.503891
10489,0.503867
10489,0.503843
10490,0.503867
10491,0.50389
10492,0.503914
10493,0.503938
10494,0.503962
10494,0.503938
10494,0.503914
10494,0.503889
10495,0.503913
10495,0.503889
10496,0.503913
10496,0.503889
10497,0.503912
10497,0.503888
10498,0.503912
10499,0.503936
10500,0.50396
10500,0.503935
10501,0.503959
10501,0.503935
10501,0.503911
10502,0.503935
10503,0.503959
10504,0.503982
10504,0.503958
10505,0.503982
10506,0.504006
10507,0.50403
10508,0.504053
10509,0.504077
10510,0.504101
10510,0.504077
10511,0.504101
10512,0.504124
10512,0.5041
10512,0.504076
10512,0.504052
10513,0.504076
10514,0.504099
10515,0.504123
10516,0.504147
10517,0.504171
10517,0.504146
10517,0.504122
10518,0.504146
10519,0.50417
10519,0.504146
10519,0.504122
10520,0.504145
10520,0.504121
10520,0.504097
10520,0.504073
10520,0.504049
10521,0.504072
10521,0.504048
10521,0.504024
10522,0.504048
10522,0.504024
10523,0.504048
10524,0.504071
10525,0.504095
10526,0.504119
10527,0.504143
10528,0.504166
10529,0.50419
10530,0.504214
10531,0.504237
10531,0.504213
10532,0.504237
10533,0.504261
10533,0.504237
10534,0.50426
10535,0.504284
10536,0.504308
10537,0.504332
10537,0.504307
10537,0.504283
10538,0.504307
10539,0.504331
10539,0.504307
10539,0.504283
10539,0.504258
10540,0.504282
10541,0.504306
10541,0.504282
10542,0.504305
10543,0.504329
10543,0.504305
10543,0.504281
10544,0.504305
10544,0.50428
10544,0.504256
10545,0.50428
10546,0.504304
10547,0.504327
10548,0.504351
10548,0.504327
10548,0.504303
10549,0.504327
10550,0.50435
10551,0.504374
10551,0.50435
10552,0.504374
10553,0.504397
10554,0.504421
10555,0.504445
10555,0.504421
10555,0.504396
10556,0.50442
10557,0.504444
10558,0.504467
10559,0.504491
10559,0.504467
10560,0.504491
10560,0.504467
10560,0.504443
10560,0.504418
10561,0.504442
10562,0.504466
10563,0.504489
10564,0.504513
10565,0.504537
10566,0.50456
10566,0.504536
10566,0.504512
10566,0.504488
10566,0.504464
10566,0.50444
10567,0.504464
10568,0.504487
10568,0.504463
10569,0.504487
10570,0.504511
10571,0.504534
10572,0.504558
10573,0.504581
10574,0.504605
10574,0.504581
10574,0.504557
10574,0.504533
10574,0.504509
10575,0.504532
10575,0.504508
10576,0.504532
10577,0.504556
10577,0.504532
10578,0.504555
10578,0.504531
10579,0.504555
10579,0.504531
10579,0.504507
10580,0.50453
10581,0.504554
10581,0.50453
10581,0.504506
10582,0.504529
10583,0.504553
10583,0.504529
10584,0.504553
10584,0.504529
10584,0.504505
10585,0.504528
10586,0.504552
10586,0.504528
10586,0.504504
10587,0.504527
10588,0.504551
10588,0.504527
10588,0.504503
10589,0.504526
10589,0.504502
10589,0.504478
10590,0.504502
10591,0.504526
10592,0.504549
10593,0.504573
10594,0.504596
10595,0.50462
10595,0.504596
10595,0.504572
10595,0.504548
10596,0.504571
10596,0.504547
10597,0.504571
10598,0.504595
10598,0.504571
10599,0.504594
10599,0.50457
10600,0.504594
10601,0.504617
10602,0.504641
10603,0.504664
10603,0.50464
10603,0.504616
10603,0.504592
10604,0.504616
10605,0.50464
10606,0.504663
10606,0.504639
10606,0.504615
10606,0.504591
10607,0.504615
10608,0.504638
10608,0.504614
10609,0.504638
10610,0.504661
10611,0.504685
10611,0.504661
10611,0.504637
10612,0.50466
10613,0.504684
10613,0.50466
10614,0.504684
10615,0.504707
10615,0.504683
10615,0.504659
10615,0.504635
10615,0.504611
10615,0.504587
10616,0.504611
10616,0.504587
10617,0.50461
10617,0.504586
10617,0.504562
10617,0.504538
10618,0.504562
10619,0.504585
10619,0.504561
10619,0.504537
10619,0.504513
10620,0.504537
10621,0.504561
10622,0.504584
10622,0.50456
10623,0.504584
10623,0.50456
10624,0.504583
10624,0.504559
10624,0.504535
10625,0.504559
10626,0.504582
10627,0.504606
10628,0.504629
10628,0.504605
10628,0.504581
10629,0.504605
10629,0.504581
10629,0.504557
10629,0.504533
10629,0.504509
10629,0.504485
10630,0.504509
10631,0.504532
10631,0.504508
10632,0.504532
10632,0.504508
10633,0.504531
10633,0.504507
10634,0.504531
10635,0.504555
10636,0.504578
10637,0.504602
10637,0.504578
10637,0.504554
10637,0.50453
10638,0.504553
10638,0.504529
10638,0.504505
10638,0.504481
10639,0.504505
10639,0.504481
10640,0.504505
10640,0.504481
10641,0.504504
10642,0.504528
10642,0.504504
10643,0.504527
10643,0.504503
10643,0.504479
10643,0.504455
10643,0.504431
10643,0.504408
10643,0.504384
10644,0.504407
10645,0.504431
10646,0.504454
10646,0.50443
10647,0.504454
10648,0.504477
10649,0.504501
10650,0.504524
10650,0.5045
10650,0.504476
10651,0.5045
10651,0.504476
10651,0.504452
10652,0.504475
10653,0.504499
10654,0.504522
10655,0.504546
10656,0.504569
10657,0.504593
10657,0.504569
10658,0.504592
10658,0.504568
10659,0.504592
10659,0.504568
10660,0.504591
10661,0.504615
10662,0.504638
10662,0.504615
10662,0.504591
10663,0.504614
10664,0.504638
10665,0.504661
10665,0.504637
10665,0.504613
10666,0.504637
10666,0.504613
10667,0.504636
10667,0.504612
10668,0.504636
10669,0.504659
10670,0.504683
10670,0.504659
10671,0.504682
10671,0.504658
10672,0.504682
10673,0.504705
10674,0.504729
10675,0.504752
10676,0.504775
10677,0.504799
10677,0.504775
10677,0.504751
10678,0.504775
10678,0.504751
10678,0.504727
10678,0.504703
10679,0.504726
10680,0.50475
10680,0.504726
10681,0.504749
10682,0.504773
10683,0.504796
10683,0.504772
10684,0.504796
10685,0.504819
10685,0.504795
10686,0.504819
10686,0.504795
10687,0.504818
10687,0.504794
10688,0.504818
10688,0.504794
10689,0.504817
10690,0.504841
10691,0.504864
10691,0.50484
10691,0.504816
10692,0.50484
10692,0.504816
10692,0.504792
10693,0.504815
10693,0.504792
10694,0.504815
10694,0.504791
10694,0.504767
10695,0.504791
10696,0.504814
10697,0.504837
10698,0.504861
10699,0.504884
10699,0.50486
10699,0.504837
10699,0.504813
10699,0.504789
10700,0.504812
10701,0.504836
10702,0.504859
10703,0.504882
10703,0.504858
10704,0.504882
10705,0.504905
10705,0.504881
10706,0.504905
10706,0.504881
10707,0.504904
10707,0.50488
10708,0.504904
10709,0.504927
10709,0.504903
10710,0.504927
10710,0.504903
10711,0.504926
10711,0.504902
10711,0.504879
10711,0.504855
10711,0.504831
10711,0.504807
10711,0.504783
10711,0.50476
10712,0.504783
10712,0.504759
10713,0.504783
10714,0.504806
10714,0.504782
10715,0.504805
10716,0.504829
10716,0.504805
10716,0.504781
10716,0.504757
10716,0.504734
10716,0.50471
10717,0.504733
10718,0.504757
10718,0.504733
10718,0.504709
10719,0.504732
10719,0.504709
10719,0.504685
10719,0.504661
10720,0.504684
10720,0.504661
10721,0.504684
10721,0.50466
10722,0.504683
10723,0.504707
10723,0.504683
10723,0.504659
10724,0.504683
10725,0.504706
10725,0.504682
10726,0.504705
10727,0.504729
10727,0.504705
10727,0.504681
10728,0.504705
10728,0.504681
10728,0.504657
10728,0.504633
10728,0.50461
10728,0.504586
10729,0.504609
10729,0.504585
10729,0.504562
10729,0.504538
10730,0.504561
10731,0.504585
10732,0.504608
10732,0.504584
10732,0.50456
10733,0.504584
10734,0.504607
10734,0.504583
10734,0.50456
10735,0.504583
10736,0.504606
10737,0.504629
10737,0.504606
10737,0.504582
10737,0.504558
10737,0.504535
10738,0.504558
10739,0.504581
10739,0.504557
10739,0.504534
10740,0.504557
10741,0.50458
10742,0.504604
10743,0.504627
10744,0.50465
10745,0.504673
10746,0.504697
10747,0.50472
10748,0.504743
10748,0.504719
10748,0.504696
10749,0.504719
10750,0.504742
10750,0.504719
10751,0.504742
10752,0.504765
10753,0.504788
10754,0.504812
10754,0.504788
10755,0.504811
10756,0.504834
10757,0.504858
10757,0.504834
10758,0.504857
10759,0.50488
10760,0.504904
10761,0.504927
10762,0.50495
10763,0.504973
10764,0.504996
10765,0.50502
10766,0.505043
10767,0.505066
10768,0.505089
10768,0.505066
10769,0.505089
10769,0.505065
10770,0.505088
10771,0.505112
10772,0.505135
10773,0.505158
10774,0.505181
10774,0.505158
10775,0.505181
10776,0.505204
10776,0.50518
10777,0.505203
10778,0.505227
10778,0.505203
10778,0.505179
10779,0.505202
10780,0.505226
10781,0.505249
10781,0.505225
10781,0.505201
10781,0.505178
10782,0.505201
10782,0.505177
10783,0.505201
10783,0.505177
10783,0.505153
10784,0.505176
10784,0.505153
10784,0.505129
10785,0.505152
10786,0.505175
10787,0.505199
10788,0.505222
10788,0.505198
10788,0.505174
10788,0.505151
10788,0.505127
10788,0.505103
10788,0.50508
10789,0.505103
10789,0.505079
10790,0.505103
10790,0.505079
10790,0.505055
10791,0.505078
10791,0.505055
10792,0.505078
10793,0.505101
10794,0.505124
10794,0.505101
10795,0.505124
10796,0.505147
10796,0.505123
10796,0.5051
10797,0.505123
10798,0.505146
10799,0.505169
10800,0.505192
10801,0.505215
10802,0.505239
10803,0.505262
10803,0.505238
10803,0.505214
10804,0.505238
10805,0.505261
10805,0.505237
10806,0.50526
10806,0.505237
10807,0.50526
10808,0.505283
10808,0.505259
10808,0.505236
10809,0.505259
10810,0.505282
10811,0.505305
10811,0.505281
10812,0.505304
10812,0.505281
10812,0.505257
10813,0.50528
10814,0.505303
10815,0.505327
10816,0.50535
10816,0.505326
10817,0.505349
10817,0.505326
10818,0.505349
10818,0.505325
10818,0.505302
10818,0.505278
10818,0.505254
10819,0.505277
10819,0.505254
10820,0.505277
10820,0.505253
10821,0.505276
10822,0.5053
10822,0.505276
10823,0.505299
10823,0.505275
10824,0.505299
10824,0.505275
10824,0.505251
10825,0.505274
10826,0.505298
10827,0.505321
10828,0.505344
10829,0.505367
10830,0.50539
10830,0.505366
10831,0.505389
10831,0.505366
10831,0.505342
10832,0.505365
10832,0.505342
10832,0.505318
10833,0.505341
10834,0.505364
10834,0.505341
10834,0.505317
10835,0.50534
10836,0.505363
10836,0.50534
10837,0.505363
10837,0.505339
10837,0.505316
10838,0.505339
10838,0.505315
10838,0.505292
10839,0.505315
10839,0.505291
10840,0.505314
10841,0.505337
10842,0.50536
10842,0.505337
10842,0.505313
10843,0.505336
10844,0.505359
10844,0.505336
10844,0.505312
10845,0.505335
10845,0.505312
10846,0.505335
10846,0.505311
10846,0.505288
10847,0.505311
10848,0.505334
10848,0.50531
10849,0.505333
10850,0.505356
10851,0.505379
10851,0.505356
10851,0.505332
10852,0.505355
10853,0.505378
10854,0.505401
10855,0.505424
10856,0.505447
10856,0.505424
10857,0.505447
10858,0.50547
10859,0.505493
10859,0.505469
10860,0.505492
10860,0.505469
10860,0.505445
10861,0.505468
10862,0.505491
10862,0.505468
10862,0.505444
10863,0.505467
10863,0.505444
10864,0.505467
10865,0.50549
10866,0.505513
10867,0.505536
10867,0.505512
10868,0.505535
10868,0.505512
10869,0.505535
10870,0.505558
10871,0.505581
10871,0.505557
10872,0.50558
10872,0.505557
10873,0.50558
10873,0.505556
10874,0.505579
10874,0.505556
10874,0.505532
10874,0.505509
10875,0.505532
10876,0.505555
10877,0.505578
10878,0.505601
10879,0.505624
10880,0.505647
10880,0.505623
10880,0.5056
10880,0.505576
10880,0.505553
10881,0.505576
10881,0.505552
10882,0.505575
10882,0.505552
10882,0.505528
10882,0.505505
10882,0.505481
10882,0.505458
10883,0.505481
10884,0.505504
10885,0.505527
10886,0.50555
10887,0.505573
10887,0.505549
10888,0.505572
10889,0.505595
10890,0.505618
10891,0.505641
10891,0.505617
10892,0.50564
10892,0.505617
10892,0.505593
10893,0.505616
10893,0.505593
10893,0.505569
10893,0.505546
10894,0.505569
10894,0.505546
10895,0.505568
10896,0.505591
10897,0.505614
10897,0.505591
10898,0.505614
10898,0.50559
10899,0.505613
10899,0.50559
10900,0.505613
10900,0.505589
10901,0.505612
10902,0.505635
10903,0.505658
10904,0.505681
10904,0.505658
10904,0.505634
10904,0.505611
10904,0.505587
10904,0.505564
10905,0.505587
10905,0.505563
10905,0.50554
10905,0.505516
10906,0.505539
10907,0.505562
10908,0.505585
10908,0.505562
10909,0.505585
10910,0.505608
10910,0.505584
10911,0.505607
10911,0.505584
10912,0.505607
10912,0.505583
10913,0.505606
10914,0.505629
10915,0.505652
10915,0.505628
10916,0.505651
10916,0.505628
10916,0.505604
10916,0.505581
10917,0.505604
10918,0.505627
10919,0.50565
10920,0.505673
10921,0.505695
10921,0.505672
10921,0.505649
10922,0.505672
10922,0.505648
10923,0.505671
10924,0.505694
