n,tousen
14081,0.104964
14082,0.104957
14083,0.104949
14084,0.104942
14085,0.104934
14086,0.104927
14087,0.104919
14088,0.104912
14089,0.104905
14090,0.104968
14091,0.104961
14092,0.104953
14093,0.104946
14094,0.104938
14095,0.104931
14096,0.104923
14097,0.104916
14098,0.104908
14099,0.104901
14100,0.104894
14101,0.104957
14102,0.10495
14103,0.104942
14104,0.104935
14105,0.104998
14106,0.104991
14107,0.104983
14108,0.105047
14109,0.105039
14110,0.105032
14111,0.105024
14112,0.105017
14113,0.10501
14114,0.105002
14115,0.104995
14116,0.104987
14117,0.105051
14118,0.105114
14119,0.105107
14120,0.105099
14121,0.105092
14122,0.105084
14123,0.105077
14124,0.105069
14125,0.105062
14126,0.105055
14127,0.105047
14128,0.10504
14129,0.105032
14130,0.105025
14131,0.105017
14132,0.10501
14133,0.105002
14134,0.104995
14135,0.104988
14136,0.10498
14137,0.104973
14138,0.104965
14139,0.104958
14140,0.10495
14141,0.104943
14142,0.104936
14143,0.104928
14144,0.104921
14145,0.104913
14146,0.104906
14147,0.104899
14148,0.104891
14149,0.104884
14150,0.104876
14151,0.104869
14152,0.104862
14153,0.104854
14154,0.104847
14155,0.104839
14156,0.104832
14157,0.104824
14158,0.104888
14159,0.10488
14160,0.104873
14161,0.104865
14162,0.104858
14163,0.104851
14164,0.104843
14165,0.104836
14166,0.104828
14167,0.104821
14168,0.104814
14169,0.104806
14170,0.104799
14171,0.104791
14172,0.104784
14173,0.104847
14174,0.10484
14175,0.104832
14176,0.104825
14177,0.104818
14178,0.10481
14179,0.104803
14180,0.104795
14181,0.104788
14182,0.104781
14183,0.104773
14184,0.104766
14185,0.104759
14186,0.104751
14187,0.104814
14188,0.104807
14189,0.104799
14190,0.104792
14191,0.104785
14192,0.104777
14193,0.10484
14194,0.104833
14195,0.104826
14196,0.104818
14197,0.104811
14198,0.104803
14199,0.104796
14200,0.104789
14201,0.104781
14202,0.104774
14203,0.104767
14204,0.104759
14205,0.104752
14206,0.104815
14207,0.104807
14208,0.1048
14209,0.104793
14210,0.104785
14211,0.104848
14212,0.104841
14213,0.104834
14214,0.104826
14215,0.104819
14216,0.104811
14217,0.104804
14218,0.104797
14219,0.104789
14220,0.104782
14221,0.104775
14222,0.104767
14223,0.10476
14224,0.104753
14225,0.104745
14226,0.104808
14227,0.104801
14228,0.104793
14229,0.104786
14230,0.104779
14231,0.104771
14232,0.104764
14233,0.104757
14234,0.104749
14235,0.104742
14236,0.104734
14237,0.104727
14238,0.10472
14239,0.104712
14240,0.104705
14241,0.104698
14242,0.10469
14243,0.104683
14244,0.104746
14245,0.104739
14246,0.104731
14247,0.104724
14248,0.104716
14249,0.104709
14250,0.104702
14251,0.104694
14252,0.104687
14253,0.10468
14254,0.104672
14255,0.104665
14256,0.104658
14257,0.10465
14258,0.104713
14259,0.104706
14260,0.104698
14261,0.104691
14262,0.104684
14263,0.104676
14264,0.104669
14265,0.104662
14266,0.104725
14267,0.104717
14268,0.10471
14269,0.104703
14270,0.104695
14271,0.104688
14272,0.10468
14273,0.104673
14274,0.104666
14275,0.104658
14276,0.104651
14277,0.104644
14278,0.104637
14279,0.104629
14280,0.104622
14281,0.104615
14282,0.104607
14283,0.1046
14284,0.104593
14285,0.104585
14286,0.104578
14287,0.104571
14288,0.104563
14289,0.104556
14290,0.104549
14291,0.104541
14292,0.104534
14293,0.104527
14294,0.104519
14295,0.104512
14296,0.104505
14297,0.104497
14298,0.10449
14299,0.104483
14300,0.104476
14301,0.104468
14302,0.104461
14303,0.104454
14304,0.104446
14305,0.104439
14306,0.104432
14307,0.104424
14308,0.104417
14309,0.10441
14310,0.104403
14311,0.104395
14312,0.104388
14313,0.104381
14314,0.104373
14315,0.104366
14316,0.104359
14317,0.104351
14318,0.104344
14319,0.104337
14320,0.104399
14321,0.104392
14322,0.104385
14323,0.104378
14324,0.10444
14325,0.104433
14326,0.104426
14327,0.104418
14328,0.104411
14329,0.104404
14330,0.104396
14331,0.104389
14332,0.104382
14333,0.104375
14334,0.104367
14335,0.10436
14336,0.104353
14337,0.104345
14338,0.104338
14339,0.104331
14340,0.104324
14341,0.104316
14342,0.104309
14343,0.104302
14344,0.104294
14345,0.104287
14346,0.10428
14347,0.104273
14348,0.104265
14349,0.104258
14350,0.104251
14351,0.104244
14352,0.104236
14353,0.104229
14354,0.104222
14355,0.104215
14356,0.104207
14357,0.1042
14358,0.104193
14359,0.104186
14360,0.104178
14361,0.104171
14362,0.104164
14363,0.104157
14364,0.104219
14365,0.104281
14366,0.104274
14367,0.104267
14368,0.104259
14369,0.104252
14370,0.104245
14371,0.104238
14372,0.10423
14373,0.104223
14374,0.104216
14375,0.104209
14376,0.104201
14377,0.104194
14378,0.104187
14379,0.10418
14380,0.104172
14381,0.104165
14382,0.104158
14383,0.104151
14384,0.104143
14385,0.104136
14386,0.104129
14387,0.104122
14388,0.104115
14389,0.104107
14390,0.1041
14391,0.104093
14392,0.104086
14393,0.104078
14394,0.104071
14395,0.104064
14396,0.104057
14397,0.104049
14398,0.104042
14399,0.104104
14400,0.104097
14401,0.10409
14402,0.104083
14403,0.104076
14404,0.104068
14405,0.104061
14406,0.104054
14407,0.104047
14408,0.104039
14409,0.104032
14410,0.104025
14411,0.104018
14412,0.104011
14413,0.104003
14414,0.103996
14415,0.104058
14416,0.10412
14417,0.104113
14418,0.104175
14419,0.104168
14420,0.104161
14421,0.104154
14422,0.104146
14423,0.104209
14424,0.104201
14425,0.104194
14426,0.104187
14427,0.10418
14428,0.104172
14429,0.104235
14430,0.104227
14431,0.10422
14432,0.104213
14433,0.104206
14434,0.104198
14435,0.104191
14436,0.104184
14437,0.104177
14438,0.10417
14439,0.104162
14440,0.104155
14441,0.104148
14442,0.104141
14443,0.104133
14444,0.104126
14445,0.104119
14446,0.104112
14447,0.104105
14448,0.104097
14449,0.10409
14450,0.104083
14451,0.104076
14452,0.104069
14453,0.104061
14454,0.104054
14455,0.104047
14456,0.10404
14457,0.104102
14458,0.104095
14459,0.104087
14460,0.104149
14461,0.104142
14462,0.104135
14463,0.104128
14464,0.10419
14465,0.104183
14466,0.104175
14467,0.104168
14468,0.104161
14469,0.104154
14470,0.104147
14471,0.104139
14472,0.104132
14473,0.104125
14474,0.104118
14475,0.104111
14476,0.104103
14477,0.104096
14478,0.104158
14479,0.10422
14480,0.104282
14481,0.104344
14482,0.104336
14483,0.104398
14484,0.104391
14485,0.104384
14486,0.104377
14487,0.104438
14488,0.104431
14489,0.104424
14490,0.104417
14491,0.10441
14492,0.104402
14493,0.104395
14494,0.104388
14495,0.104381
14496,0.104374
14497,0.104366
14498,0.104359
14499,0.104352
14500,0.104345
14501,0.104407
14502,0.104399
14503,0.104392
14504,0.104385
14505,0.104378
14506,0.10444
14507,0.104501
14508,0.104494
14509,0.104487
14510,0.10448
14511,0.104472
14512,0.104465
14513,0.104458
14514,0.104451
14515,0.104444
14516,0.104436
14517,0.104429
14518,0.104422
14519,0.104415
14520,0.104408
14521,0.104401
14522,0.104393
14523,0.104386
14524,0.104379
14525,0.104372
14526,0.104433
14527,0.104426
14528,0.104419
14529,0.104412
14530,0.104405
14531,0.104397
14532,0.10439
14533,0.104452
14534,0.104445
14535,0.104438
14536,0.104499
14537,0.104492
14538,0.104485
14539,0.104478
14540,0.10447
14541,0.104463
14542,0.104456
14543,0.104449
14544,0.104442
14545,0.104503
14546,0.104496
14547,0.104489
14548,0.104482
14549,0.104475
14550,0.104467
14551,0.10446
14552,0.104453
14553,0.104446
14554,0.104439
14555,0.104431
14556,0.104424
14557,0.104417
14558,0.10441
14559,0.104403
14560,0.104396
14561,0.104388
14562,0.104381
14563,0.104374
14564,0.104367
14565,0.10436
14566,0.104353
14567,0.104345
14568,0.104338
14569,0.104331
14570,0.104324
14571,0.104317
14572,0.10431
14573,0.104302
14574,0.104295
14575,0.104357
14576,0.10435
14577,0.104342
14578,0.104335
14579,0.104397
14580,0.10439
14581,0.104382
14582,0.104375
14583,0.104437
14584,0.10443
14585,0.104491
14586,0.104484
14587,0.104545
14588,0.104607
14589,0.104599
14590,0.104592
14591,0.104585
14592,0.104578
14593,0.104571
14594,0.104564
14595,0.104556
14596,0.104549
14597,0.104542
14598,0.104535
14599,0.104528
14600,0.104521
14601,0.104513
14602,0.104506
14603,0.104499
14604,0.104492
14605,0.104485
14606,0.104478
14607,0.10447
14608,0.104463
14609,0.104456
14610,0.104449
14611,0.104442
14612,0.104503
14613,0.104496
14614,0.104489
14615,0.104482
14616,0.104543
14617,0.104604
14618,0.104597
14619,0.10459
14620,0.104583
14621,0.104644
14622,0.104637
14623,0.10463
14624,0.104623
14625,0.104684
14626,0.104677
14627,0.104669
14628,0.104662
14629,0.104655
14630,0.104648
14631,0.104641
14632,0.104634
14633,0.104627
14634,0.104619
14635,0.104612
14636,0.104673
14637,0.104666
14638,0.104659
14639,0.104652
14640,0.104645
14641,0.104638
14642,0.104631
14643,0.104623
14644,0.104616
14645,0.104609
14646,0.104602
14647,0.104595
14648,0.104588
14649,0.104581
14650,0.104573
14651,0.104634
14652,0.104627
14653,0.104688
14654,0.104681
14655,0.104674
14656,0.104667
14657,0.10466
14658,0.104653
14659,0.104646
14660,0.104638
14661,0.104631
14662,0.104624
14663,0.104617
14664,0.10461
14665,0.104603
14666,0.104596
14667,0.104589
14668,0.104581
14669,0.104574
14670,0.104567
14671,0.10456
14672,0.104553
14673,0.104546
14674,0.104607
14675,0.1046
14676,0.104593
14677,0.104585
14678,0.104578
14679,0.104571
14680,0.104564
14681,0.104557
14682,0.10455
14683,0.104543
14684,0.104536
14685,0.104528
14686,0.104521
14687,0.104514
14688,0.104507
14689,0.1045
14690,0.104493
14691,0.104486
14692,0.104479
14693,0.104472
14694,0.104464
14695,0.104457
14696,0.10445
14697,0.104443
14698,0.104436
14699,0.104429
14700,0.104422
14701,0.104483
14702,0.104476
14703,0.104536
14704,0.104529
14705,0.104522
14706,0.104515
14707,0.104508
14708,0.104501
14709,0.104494
14710,0.104487
14711,0.10448
14712,0.104473
14713,0.104465
14714,0.104458
14715,0.104451
14716,0.104444
14717,0.104437
14718,0.10443
14719,0.104491
14720,0.104484
14721,0.104477
14722,0.10447
14723,0.10453
14724,0.104523
14725,0.104516
14726,0.104509
14727,0.104502
14728,0.104495
14729,0.104488
14730,0.104481
14731,0.104474
14732,0.104466
14733,0.104459
14734,0.104452
14735,0.104445
14736,0.104438
14737,0.104431
14738,0.104492
14739,0.104485
14740,0.104478
14741,0.104471
14742,0.104463
14743,0.104456
14744,0.104449
14745,0.104442
14746,0.104435
14747,0.104428
14748,0.104421
14749,0.104414
14750,0.104407
14751,0.1044
14752,0.104393
14753,0.104386
14754,0.104378
14755,0.104371
14756,0.104364
14757,0.104357
14758,0.10435
14759,0.104343
14760,0.104336
14761,0.104329
14762,0.104322
14763,0.104315
14764,0.104308
14765,0.104368
14766,0.104361
14767,0.104354
14768,0.104347
14769,0.10434
14770,0.104333
14771,0.104326
14772,0.104319
14773,0.104312
14774,0.104305
14775,0.104365
14776,0.104358
14777,0.104351
14778,0.104344
14779,0.104337
14780,0.10433
14781,0.104323
14782,0.104384
14783,0.104377
14784,0.10437
14785,0.104363
14786,0.104355
14787,0.104348
14788,0.104341
14789,0.104334
14790,0.104327
14791,0.10432
14792,0.104313
14793,0.104306
14794,0.104299
14795,0.104292
14796,0.104285
14797,0.104278
14798,0.104271
14799,0.104264
14800,0.104257
14801,0.10425
14802,0.104243
14803,0.104236
14804,0.104296
14805,0.104289
14806,0.104282
14807,0.104275
14808,0.104268
14809,0.104261
14810,0.104254
14811,0.104247
14812,0.10424
14813,0.104233
14814,0.104226
14815,0.104219
14816,0.104212
14817,0.104205
14818,0.104198
14819,0.104191
14820,0.104184
14821,0.104177
14822,0.104169
14823,0.104162
14824,0.104155
14825,0.104148
14826,0.104141
14827,0.104134
14828,0.104127
14829,0.10412
14830,0.104113
14831,0.104106
14832,0.104167
14833,0.104227
14834,0.10422
14835,0.10428
14836,0.104273
14837,0.104266
14838,0.104259
14839,0.104252
14840,0.104245
14841,0.104238
14842,0.104231
14843,0.104224
14844,0.104217
14845,0.10421
14846,0.104203
14847,0.104196
14848,0.104189
14849,0.104182
14850,0.104175
14851,0.104168
14852,0.104161
14853,0.104154
14854,0.104147
14855,0.10414
14856,0.1042
14857,0.104193
14858,0.104186
14859,0.104179
14860,0.104172
14861,0.104165
14862,0.104158
14863,0.104151
14864,0.104144
14865,0.104137
14866,0.104197
14867,0.104258
14868,0.104318
14869,0.104311
14870,0.104304
14871,0.104297
14872,0.10429
14873,0.104283
14874,0.104276
14875,0.104269
14876,0.104329
14877,0.104322
14878,0.104315
14879,0.104308
14880,0.104301
14881,0.104294
14882,0.104287
14883,0.10428
14884,0.104273
14885,0.104266
14886,0.104259
14887,0.104252
14888,0.104245
14889,0.104238
14890,0.104231
14891,0.104224
14892,0.104217
14893,0.10421
14894,0.104203
14895,0.104196
14896,0.104189
14897,0.104182
14898,0.104175
14899,0.104168
14900,0.104161
14901,0.104154
14902,0.104147
14903,0.104207
14904,0.104267
14905,0.10426
14906,0.104253
14907,0.104246
14908,0.104239
14909,0.104299
14910,0.104292
14911,0.104285
14912,0.104278
14913,0.104271
14914,0.104264
14915,0.104257
14916,0.10425
14917,0.104243
14918,0.104236
14919,0.10423
14920,0.104223
14921,0.104216
14922,0.104209
14923,0.104202
14924,0.104195
14925,0.104255
14926,0.104248
14927,0.104241
14928,0.104234
14929,0.104227
14930,0.10422
14931,0.10428
14932,0.104273
14933,0.104266
14934,0.104259
14935,0.104252
14936,0.104245
14937,0.104238
14938,0.104231
14939,0.104224
14940,0.104217
14941,0.10421
14942,0.10427
14943,0.104263
14944,0.104256
14945,0.104249
14946,0.104242
14947,0.104235
14948,0.104295
14949,0.104288
14950,0.104281
14951,0.104341
14952,0.104334
14953,0.104327
14954,0.10432
14955,0.104313
14956,0.104306
14957,0.104299
14958,0.104292
14959,0.104285
14960,0.104278
14961,0.104271
14962,0.104264
14963,0.104257
14964,0.10425
14965,0.104243
14966,0.104236
14967,0.104229
14968,0.104222
14969,0.104215
14970,0.104208
14971,0.104201
14972,0.104194
14973,0.104188
14974,0.104181
14975,0.104174
14976,0.104167
14977,0.10416
14978,0.104153
14979,0.104213
14980,0.104206
14981,0.104199
14982,0.104192
14983,0.104251
14984,0.104245
14985,0.104304
14986,0.104297
14987,0.10429
14988,0.104283
14989,0.104276
14990,0.10427
14991,0.104263
14992,0.104322
14993,0.104315
14994,0.104308
14995,0.104368
14996,0.104361
14997,0.104354
14998,0.104347
14999,0.10434
15000,0.104333
15001,0.104326
15002,0.104319
15003,0.104312
15004,0.104306
15005,0.104299
15006,0.104292
15007,0.104285
15008,0.104278
15009,0.104271
15010,0.104264
15011,0.104323
15012,0.104317
15013,0.10431
15014,0.104303
15015,0.104296
15016,0.104289
15017,0.104282
15018,0.104275
15019,0.104268
15020,0.104261
15021,0.104254
15022,0.104247
15023,0.10424
15024,0.104233
15025,0.104226
15026,0.104219
15027,0.104212
15028,0.104205
15029,0.104199
15030,0.104192
15031,0.104185
15032,0.104178
15033,0.104171
15034,0.104164
15035,0.104223
15036,0.104217
15037,0.10421
15038,0.104203
15039,0.104196
15040,0.104189
15041,0.104182
15042,0.104175
15043,0.104168
15044,0.104161
15045,0.104221
15046,0.104214
15047,0.104207
15048,0.1042
15049,0.104193
15050,0.104252
15051,0.104246
15052,0.104239
15053,0.104232
15054,0.104225
15055,0.104218
15056,0.104211
15057,0.104204
15058,0.104197
15059,0.10419
15060,0.104183
15061,0.104176
15062,0.104169
15063,0.104163
15064,0.104156
15065,0.104149
15066,0.104142
15067,0.104135
15068,0.104128
15069,0.104121
15070,0.104114
15071,0.104174
15072,0.104167
15073,0.10416
15074,0.104153
15075,0.104146
15076,0.104205
15077,0.104198
15078,0.104192
15079,0.104185
15080,0.104244
15081,0.104237
15082,0.10423
15083,0.104223
15084,0.104216
15085,0.104209
15086,0.104203
15087,0.104196
15088,0.104189
15089,0.104182
15090,0.104175
15091,0.104234
15092,0.104227
15093,0.10422
15094,0.104214
15095,0.104207
15096,0.1042
15097,0.104193
15098,0.104186
15099,0.104179
15100,0.104172
15101,0.104165
15102,0.104158
15103,0.104218
15104,0.104277
15105,0.10427
15106,0.104263
15107,0.104256
15108,0.104249
15109,0.104243
15110,0.104236
15111,0.104229
15112,0.104288
15113,0.104281
15114,0.104274
15115,0.104267
15116,0.10426
15117,0.104253
15118,0.104247
15119,0.104306
15120,0.104299
15121,0.104292
15122,0.104285
15123,0.104278
15124,0.104271
15125,0.104264
15126,0.104258
15127,0.104251
15128,0.104244
15129,0.104237
15130,0.10423
15131,0.104223
15132,0.104216
15133,0.104209
15134,0.104202
15135,0.104196
15136,0.104189
15137,0.104182
15138,0.104175
15139,0.104168
15140,0.104161
15141,0.104154
15142,0.104147
15143,0.104141
15144,0.104134
15145,0.104127
15146,0.10412
15147,0.104113
15148,0.104106
15149,0.104099
15150,0.104092
15151,0.104086
15152,0.104145
15153,0.104138
15154,0.104131
15155,0.104124
15156,0.104117
15157,0.10411
15158,0.104103
15159,0.104163
15160,0.104156
15161,0.104149
15162,0.104142
15163,0.104135
15164,0.104128
15165,0.104121
15166,0.104114
15167,0.104108
15168,0.104101
15169,0.104094
15170,0.104087
15171,0.10408
15172,0.104073
15173,0.104066
15174,0.104125
15175,0.104119
15176,0.104112
15177,0.104105
15178,0.104098
15179,0.104091
15180,0.104084
15181,0.104077
15182,0.104136
15183,0.10413
15184,0.104123
15185,0.104116
15186,0.104109
15187,0.104102
15188,0.104095
15189,0.104154
15190,0.104147
15191,0.104141
15192,0.104134
15193,0.104193
15194,0.104186
15195,0.104179
15196,0.104172
15197,0.104165
15198,0.104158
15199,0.104152
15200,0.104145
15201,0.104138
15202,0.104131
15203,0.104124
15204,0.104117
15205,0.10411
15206,0.104104
15207,0.104163
15208,0.104156
15209,0.104149
15210,0.104142
15211,0.104135
15212,0.104128
15213,0.104121
15214,0.104115
15215,0.104108
15216,0.104101
15217,0.104094
15218,0.104087
15219,0.10408
15220,0.104074
15221,0.104067
15222,0.10406
15223,0.104053
15224,0.104046
15225,0.104039
15226,0.104033
15227,0.104026
15228,0.104019
15229,0.104012
15230,0.104005
15231,0.103998
15232,0.104057
15233,0.10405
15234,0.104044
15235,0.104037
15236,0.10403
15237,0.104089
15238,0.104148
15239,0.104141
15240,0.104134
15241,0.104127
15242,0.10412
15243,0.104113
15244,0.104107
15245,0.1041
15246,0.104093
15247,0.104086
15248,0.104079
15249,0.104072
15250,0.104066
15251,0.104059
15252,0.104052
15253,0.104045
15254,0.104038
15255,0.104031
15256,0.104025
15257,0.104018
15258,0.104011
15259,0.104004
15260,0.103997
15261,0.103991
15262,0.104049
15263,0.104042
15264,0.104036
15265,0.104029
15266,0.104022
15267,0.104015
15268,0.104008
15269,0.104002
15270,0.103995
15271,0.103988
15272,0.103981
15273,0.103974
15274,0.103968
15275,0.103961
15276,0.103954
15277,0.103947
15278,0.10394
15279,0.103934
15280,0.103992
15281,0.103985
15282,0.103979
15283,0.103972
15284,0.103965
15285,0.103958
15286,0.103951
15287,0.103945
15288,0.103938
15289,0.103931
15290,0.103924
15291,0.103917
15292,0.103911
15293,0.103904
15294,0.103897
15295,0.10389
15296,0.103883
15297,0.103877
15298,0.10387
15299,0.103863
15300,0.103922
15301,0.103915
15302,0.103908
15303,0.103901
15304,0.103894
15305,0.103888
15306,0.103881
15307,0.103874
15308,0.103867
15309,0.10386
15310,0.103919
15311,0.103978
15312,0.103971
15313,0.103964
15314,0.104022
15315,0.104016
15316,0.104009
15317,0.104067
15318,0.104061
15319,0.104054
15320,0.104047
15321,0.10404
15322,0.104033
15323,0.104027
15324,0.10402
15325,0.104013
15326,0.104006
15327,0.103999
15328,0.104058
15329,0.104051
15330,0.104044
15331,0.104038
15332,0.104096
15333,0.104089
15334,0.104082
15335,0.104076
15336,0.104069
15337,0.104062
15338,0.104055
15339,0.104049
15340,0.104042
15341,0.104035
15342,0.104028
15343,0.104021
15344,0.104015
15345,0.104008
15346,0.104001
15347,0.103994
15348,0.103987
15349,0.103981
15350,0.103974
15351,0.103967
15352,0.10396
15353,0.103954
15354,0.103947
15355,0.10394
15356,0.103933
15357,0.103927
15358,0.10392
15359,0.103913
15360,0.103906
15361,0.103899
15362,0.103893
15363,0.103886
15364,0.103879
15365,0.103872
15366,0.103866
15367,0.103859
15368,0.103852
15369,0.103845
15370,0.103839
15371,0.103832
15372,0.103825
15373,0.103883
15374,0.103877
15375,0.103935
15376,0.103928
15377,0.103986
15378,0.10398
15379,0.103973
15380,0.103966
15381,0.104024
15382,0.104018
15383,0.104011
15384,0.104069
15385,0.104062
15386,0.104056
15387,0.104049
15388,0.104042
15389,0.104035
15390,0.104029
15391,0.104022
15392,0.104015
15393,0.104008
15394,0.104002
15395,0.103995
15396,0.103988
15397,0.104046
15398,0.104039
15399,0.104033
15400,0.104026
15401,0.104019
15402,0.104012
15403,0.104006
15404,0.103999
15405,0.103992
15406,0.103985
15407,0.103979
15408,0.103972
15409,0.103965
15410,0.103958
15411,0.103952
15412,0.103945
15413,0.103938
15414,0.103931
15415,0.10399
15416,0.103983
15417,0.103976
15418,0.103969
15419,0.103963
15420,0.103956
15421,0.103949
15422,0.103942
15423,0.103936
15424,0.103929
15425,0.103922
15426,0.103915
15427,0.103909
15428,0.103902
15429,0.103895
15430,0.103889
15431,0.103882
15432,0.103875
15433,0.103933
15434,0.103926
15435,0.103984
15436,0.103978
15437,0.103971
15438,0.103964
15439,0.103958
15440,0.103951
15441,0.103944
15442,0.103937
15443,0.103931
15444,0.103924
15445,0.103917
15446,0.10391
15447,0.103968
15448,0.103962
15449,0.103955
15450,0.103948
15451,0.103941
15452,0.103935
15453,0.103928
15454,0.103921
15455,0.103915
15456,0.103908
15457,0.103901
15458,0.103894
15459,0.103888
15460,0.103881
15461,0.103874
15462,0.103868
15463,0.103861
15464,0.103854
15465,0.103847
15466,0.103841
15467,0.103834
15468,0.103827
15469,0.103821
15470,0.103814
15471,0.103872
15472,0.10393
15473,0.103923
15474,0.103916
15475,0.10391
15476,0.103903
15477,0.103896
15478,0.103889
15479,0.103883
15480,0.103876
15481,0.103869
15482,0.103863
15483,0.103856
15484,0.103849
15485,0.103842
15486,0.103836
15487,0.103829
15488,0.103822
15489,0.10388
15490,0.103873
15491,0.103867
15492,0.10386
15493,0.103853
15494,0.103847
15495,0.10384
15496,0.103833
15497,0.103827
15498,0.10382
15499,0.103813
15500,0.103806
15501,0.1038
15502,0.103793
15503,0.103786
15504,0.10378
15505,0.103773
15506,0.103831
15507,0.103824
15508,0.103817
15509,0.103811
15510,0.103804
15511,0.103797
15512,0.103791
15513,0.103848
15514,0.103842
15515,0.103835
15516,0.103828
15517,0.103822
15518,0.103815
15519,0.103808
15520,0.103802
15521,0.103795
15522,0.103788
15523,0.103781
15524,0.103775
15525,0.103768
15526,0.103761
15527,0.103755
15528,0.103748
15529,0.103741
15530,0.103735
15531,0.103728
15532,0.103721
15533,0.103715
15534,0.103708
15535,0.103766
15536,0.103759
15537,0.103752
15538,0.10381
15539,0.103803
15540,0.103797
15541,0.10379
15542,0.103783
15543,0.103777
15544,0.10377
15545,0.103828
15546,0.103821
15547,0.103814
15548,0.103808
15549,0.103801
15550,0.103794
15551,0.103852
15552,0.103845
15553,0.103838
15554,0.103832
15555,0.103889
15556,0.103947
15557,0.10394
15558,0.103934
15559,0.103927
15560,0.10392
15561,0.103914
15562,0.103907
15563,0.1039
15564,0.103894
15565,0.103951
15566,0.103944
15567,0.103938
15568,0.103931
15569,0.103924
15570,0.103918
15571,0.103911
15572,0.103904
15573,0.103898
15574,0.103891
15575,0.103884
15576,0.103878
15577,0.103871
15578,0.103864
15579,0.103858
15580,0.103851
15581,0.103844
15582,0.103838
15583,0.103831
15584,0.103824
15585,0.103818
15586,0.103811
15587,0.103804
15588,0.103798
15589,0.103791
15590,0.103784
15591,0.103778
15592,0.103771
15593,0.103765
15594,0.103758
15595,0.103751
15596,0.103809
15597,0.103802
15598,0.103859
15599,0.103853
15600,0.103846
15601,0.103904
15602,0.103897
15603,0.10389
15604,0.103884
15605,0.103877
15606,0.10387
15607,0.103928
15608,0.103921
15609,0.103914
15610,0.103908
15611,0.103965
15612,0.103958
15613,0.103952
15614,0.104009
15615,0.104003
15616,0.10406
15617,0.104053
15618,0.104047
15619,0.10404
15620,0.104033
15621,0.104027
15622,0.10402
15623,0.104013
15624,0.104007
15625,0.104
15626,0.103993
15627,0.103987
15628,0.10398
15629,0.103973
15630,0.103967
15631,0.10396
15632,0.103953
15633,0.103947
15634,0.104004
15635,0.103997
15636,0.103991
15637,0.104048
15638,0.104105
15639,0.104099
15640,0.104092
15641,0.104085
15642,0.104079
15643,0.104072
15644,0.104065
15645,0.104059
15646,0.104052
15647,0.104109
15648,0.104103
15649,0.104096
15650,0.104089
15651,0.104083
15652,0.104076
15653,0.10407
15654,0.104063
15655,0.104056
15656,0.104113
15657,0.104107
15658,0.1041
15659,0.104093
15660,0.104087
15661,0.10408
15662,0.104074
15663,0.104067
15664,0.10406
15665,0.104054
15666,0.104047
15667,0.10404
15668,0.104034
15669,0.104027
15670,0.10402
15671,0.104014
15672,0.104007
15673,0.104001
15674,0.103994
15675,0.103987
15676,0.103981
15677,0.103974
15678,0.103967
15679,0.103961
15680,0.103954
15681,0.103947
15682,0.103941
15683,0.103934
15684,0.103928
15685,0.103921
15686,0.103914
15687,0.103908
15688,0.103901
15689,0.103894
15690,0.103888
15691,0.103881
15692,0.103875
15693,0.103868
15694,0.103861
15695,0.103855
15696,0.103848
15697,0.103841
15698,0.103835
15699,0.103828
15700,0.103822
15701,0.103815
15702,0.103808
15703,0.103802
15704,0.103795
15705,0.103789
15706,0.103782
15707,0.103775
15708,0.103832
15709,0.103826
15710,0.103819
15711,0.103876
15712,0.10387
15713,0.103863
15714,0.103856
15715,0.10385
15716,0.103843
15717,0.103837
15718,0.10383
15719,0.103887
15720,0.10388
15721,0.103874
15722,0.103867
15723,0.103861
15724,0.103854
15725,0.103847
15726,0.103841
15727,0.103834
15728,0.103828
15729,0.103821
15730,0.103814
15731,0.103808
15732,0.103801
15733,0.103795
15734,0.103788
15735,0.103781
15736,0.103775
15737,0.103768
15738,0.103762
15739,0.103755
15740,0.103748
15741,0.103742
15742,0.103735
15743,0.103729
15744,0.103722
15745,0.103715
15746,0.103772
15747,0.103766
15748,0.103759
15749,0.103753
15750,0.103746
15751,0.103739
15752,0.103733
15753,0.103726
15754,0.10372
15755,0.103713
15756,0.103707
15757,0.1037
15758,0.103693
15759,0.103687
15760,0.10368
15761,0.103674
15762,0.103667
15763,0.10366
15764,0.103654
15765,0.103647
15766,0.103641
15767,0.103634
15768,0.103628
15769,0.103621
15770,0.103614
15771,0.103671
15772,0.103665
15773,0.103658
15774,0.103652
15775,0.103645
15776,0.103638
15777,0.103632
15778,0.103625
15779,0.103619
15780,0.103612
15781,0.103606
15782,0.103599
15783,0.103592
15784,0.103586
15785,0.103579
15786,0.103573
15787,0.103566
15788,0.10356
15789,0.103553
15790,0.103547
15791,0.10354
15792,0.103533
15793,0.103527
15794,0.10352
15795,0.103577
15796,0.103571
15797,0.103564
15798,0.103557
15799,0.103551
15800,0.103544
15801,0.103538
15802,0.103531
15803,0.103525
15804,0.103518
15805,0.103512
15806,0.103505
15807,0.103498
15808,0.103492
15809,0.103485
15810,0.103479
15811,0.103472
15812,0.103466
15813,0.103522
15814,0.103579
15815,0.103573
15816,0.103566
15817,0.103559
15818,0.103553
15819,0.103546
15820,0.103603
15821,0.103596
15822,0.10359
15823,0.103583
15824,0.103577
15825,0.10357
15826,0.103564
15827,0.103557
15828,0.103551
15829,0.103544
